ID,Nombre Formateado,Categoría Calificación,Década,Puntuación Ajustada,Fecha Procesamiento
652,jurassic-park,Mala,NaNs,NaN,2025-03-13
653,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
654,fight-club,Mala,NaNs,NaN,2025-03-13
655,gladiator,Regular,NaNs,NaN,2025-03-13
656,coco,Mala,NaNs,NaN,2025-03-13
657,star-wars,Mala,NaNs,NaN,2025-03-13
658,star-wars,Buena,NaNs,NaN,2025-03-13
659,the-matrix,Buena,NaNs,NaN,2025-03-13
660,whiplash,Regular,NaNs,NaN,2025-03-13
661,pulp-fiction,Mala,NaNs,NaN,2025-03-13
662,finding-nemo,Buena,NaNs,NaN,2025-03-13
663,the-social-network,Regular,NaNs,NaN,2025-03-13
664,interstellar,Buena,NaNs,NaN,2025-03-13
665,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
666,inception,Regular,NaNs,NaN,2025-03-13
667,coco,Mala,NaNs,NaN,2025-03-13
668,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
669,the-lion-king,Regular,NaNs,NaN,2025-03-13
670,finding-nemo,Mala,NaNs,NaN,2025-03-13
671,the-lion-king,Mala,NaNs,NaN,2025-03-13
672,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
673,inception,Mala,NaNs,NaN,2025-03-13
674,the-social-network,Regular,NaNs,NaN,2025-03-13
675,jurassic-park,Regular,NaNs,NaN,2025-03-13
676,finding-nemo,Mala,NaNs,NaN,2025-03-13
677,forrest-gump,Buena,NaNs,NaN,2025-03-13
678,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
679,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
680,parasite,Buena,NaNs,NaN,2025-03-13
681,toy-story,Mala,NaNs,NaN,2025-03-13
682,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
683,toy-story,Regular,NaNs,NaN,2025-03-13
684,interstellar,Regular,NaNs,NaN,2025-03-13
685,forrest-gump,Buena,NaNs,NaN,2025-03-13
686,fight-club,Mala,NaNs,NaN,2025-03-13
687,interstellar,Regular,NaNs,NaN,2025-03-13
688,toy-story,Buena,NaNs,NaN,2025-03-13
689,finding-nemo,Buena,NaNs,NaN,2025-03-13
690,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
691,jurassic-park,Buena,NaNs,NaN,2025-03-13
692,schindler's-list,Mala,NaNs,NaN,2025-03-13
693,fight-club,Buena,NaNs,NaN,2025-03-13
694,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
695,inception,Buena,NaNs,NaN,2025-03-13
696,star-wars,Buena,NaNs,NaN,2025-03-13
697,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
698,forrest-gump,Mala,NaNs,NaN,2025-03-13
699,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
700,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
701,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
702,pulp-fiction,Mala,NaNs,NaN,2025-03-13
703,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
704,titanic,Mala,NaNs,NaN,2025-03-13
705,pulp-fiction,Mala,NaNs,NaN,2025-03-13
706,the-lion-king,Mala,NaNs,NaN,2025-03-13
707,titanic,Buena,NaNs,NaN,2025-03-13
708,forrest-gump,Buena,NaNs,NaN,2025-03-13
709,fight-club,Mala,NaNs,NaN,2025-03-13
710,fight-club,Mala,NaNs,NaN,2025-03-13
711,whiplash,Buena,NaNs,NaN,2025-03-13
712,the-matrix,Buena,NaNs,NaN,2025-03-13
713,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
714,fight-club,Buena,NaNs,NaN,2025-03-13
715,fight-club,Mala,NaNs,NaN,2025-03-13
716,gladiator,Mala,NaNs,NaN,2025-03-13
717,parasite,Mala,NaNs,NaN,2025-03-13
718,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
719,gladiator,Mala,NaNs,NaN,2025-03-13
720,the-lion-king,Regular,NaNs,NaN,2025-03-13
721,gladiator,Regular,NaNs,NaN,2025-03-13
722,the-revenant,Buena,NaNs,NaN,2025-03-13
723,the-dark-knight,Mala,NaNs,NaN,2025-03-13
724,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
725,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
726,the-godfather,Regular,NaNs,NaN,2025-03-13
727,the-dark-knight,Mala,NaNs,NaN,2025-03-13
728,the-revenant,Mala,NaNs,NaN,2025-03-13
729,schindler's-list,Mala,NaNs,NaN,2025-03-13
730,whiplash,Regular,NaNs,NaN,2025-03-13
731,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
732,star-wars,Buena,NaNs,NaN,2025-03-13
733,forrest-gump,Mala,NaNs,NaN,2025-03-13
734,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
735,jurassic-park,Mala,NaNs,NaN,2025-03-13
736,inception,Mala,NaNs,NaN,2025-03-13
737,toy-story,Regular,NaNs,NaN,2025-03-13
738,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
739,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
740,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
741,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
742,the-dark-knight,Mala,NaNs,NaN,2025-03-13
743,the-lion-king,Buena,NaNs,NaN,2025-03-13
744,star-wars,Mala,NaNs,NaN,2025-03-13
745,the-dark-knight,Buena,NaNs,NaN,2025-03-13
746,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
747,the-godfather,Buena,NaNs,NaN,2025-03-13
748,the-matrix,Buena,NaNs,NaN,2025-03-13
749,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
750,the-revenant,Regular,NaNs,NaN,2025-03-13
751,the-social-network,Mala,NaNs,NaN,2025-03-13
752,braveheart,Mala,NaNs,NaN,2025-03-13
753,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
754,the-lion-king,Regular,NaNs,NaN,2025-03-13
755,fight-club,Regular,NaNs,NaN,2025-03-13
756,finding-nemo,Mala,NaNs,NaN,2025-03-13
757,pulp-fiction,Regular,NaNs,NaN,2025-03-13
758,interstellar,Buena,NaNs,NaN,2025-03-13
759,inception,Buena,NaNs,NaN,2025-03-13
760,schindler's-list,Buena,NaNs,NaN,2025-03-13
761,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
762,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
763,inception,Regular,NaNs,NaN,2025-03-13
764,the-godfather,Mala,NaNs,NaN,2025-03-13
765,titanic,Buena,NaNs,NaN,2025-03-13
766,the-social-network,Buena,NaNs,NaN,2025-03-13
767,the-social-network,Buena,NaNs,NaN,2025-03-13
768,toy-story,Buena,NaNs,NaN,2025-03-13
769,schindler's-list,Regular,NaNs,NaN,2025-03-13
770,jurassic-park,Buena,NaNs,NaN,2025-03-13
771,the-lion-king,Regular,NaNs,NaN,2025-03-13
772,the-revenant,Mala,NaNs,NaN,2025-03-13
773,coco,Buena,NaNs,NaN,2025-03-13
774,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
775,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
776,pulp-fiction,Buena,NaNs,NaN,2025-03-13
777,schindler's-list,Regular,NaNs,NaN,2025-03-13
778,fight-club,Mala,NaNs,NaN,2025-03-13
779,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
780,forrest-gump,Regular,NaNs,NaN,2025-03-13
781,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
782,the-social-network,Mala,NaNs,NaN,2025-03-13
783,finding-nemo,Regular,NaNs,NaN,2025-03-13
784,forrest-gump,Mala,NaNs,NaN,2025-03-13
785,the-matrix,Regular,NaNs,NaN,2025-03-13
786,coco,Regular,NaNs,NaN,2025-03-13
787,inception,Regular,NaNs,NaN,2025-03-13
788,the-godfather,Buena,NaNs,NaN,2025-03-13
789,django-unchained,Mala,NaNs,NaN,2025-03-13
790,pulp-fiction,Buena,NaNs,NaN,2025-03-13
791,the-dark-knight,Mala,NaNs,NaN,2025-03-13
792,interstellar,Buena,NaNs,NaN,2025-03-13
793,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
794,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
795,star-wars,Mala,NaNs,NaN,2025-03-13
796,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
797,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
798,forrest-gump,Regular,NaNs,NaN,2025-03-13
799,gladiator,Buena,NaNs,NaN,2025-03-13
800,inception,Buena,NaNs,NaN,2025-03-13
801,the-social-network,Buena,NaNs,NaN,2025-03-13
802,django-unchained,Buena,NaNs,NaN,2025-03-13
803,forrest-gump,Regular,NaNs,NaN,2025-03-13
804,the-revenant,Mala,NaNs,NaN,2025-03-13
805,jurassic-park,Buena,NaNs,NaN,2025-03-13
806,the-lion-king,Mala,NaNs,NaN,2025-03-13
807,the-dark-knight,Mala,NaNs,NaN,2025-03-13
808,star-wars,Mala,NaNs,NaN,2025-03-13
809,braveheart,Regular,NaNs,NaN,2025-03-13
810,parasite,Mala,NaNs,NaN,2025-03-13
811,forrest-gump,Buena,NaNs,NaN,2025-03-13
812,forrest-gump,Buena,NaNs,NaN,2025-03-13
813,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
814,braveheart,Buena,NaNs,NaN,2025-03-13
815,coco,Mala,NaNs,NaN,2025-03-13
816,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
817,parasite,Mala,NaNs,NaN,2025-03-13
818,coco,Buena,NaNs,NaN,2025-03-13
819,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
820,fight-club,Buena,NaNs,NaN,2025-03-13
821,forrest-gump,Mala,NaNs,NaN,2025-03-13
822,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
823,interstellar,Mala,NaNs,NaN,2025-03-13
824,jurassic-park,Mala,NaNs,NaN,2025-03-13
825,django-unchained,Regular,NaNs,NaN,2025-03-13
826,star-wars,Mala,NaNs,NaN,2025-03-13
827,the-revenant,Mala,NaNs,NaN,2025-03-13
828,coco,Regular,NaNs,NaN,2025-03-13
829,schindler's-list,Mala,NaNs,NaN,2025-03-13
830,the-dark-knight,Buena,NaNs,NaN,2025-03-13
831,the-dark-knight,Buena,NaNs,NaN,2025-03-13
832,inception,Mala,NaNs,NaN,2025-03-13
833,coco,Mala,NaNs,NaN,2025-03-13
834,whiplash,Buena,NaNs,NaN,2025-03-13
835,the-lion-king,Mala,NaNs,NaN,2025-03-13
836,inception,Regular,NaNs,NaN,2025-03-13
837,the-godfather,Regular,NaNs,NaN,2025-03-13
838,fight-club,Buena,NaNs,NaN,2025-03-13
839,schindler's-list,Buena,NaNs,NaN,2025-03-13
840,jurassic-park,Regular,NaNs,NaN,2025-03-13
841,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
842,toy-story,Mala,NaNs,NaN,2025-03-13
843,the-revenant,Mala,NaNs,NaN,2025-03-13
844,the-godfather,Mala,NaNs,NaN,2025-03-13
845,the-social-network,Buena,NaNs,NaN,2025-03-13
846,jurassic-park,Mala,NaNs,NaN,2025-03-13
847,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
848,coco,Buena,NaNs,NaN,2025-03-13
849,titanic,Mala,NaNs,NaN,2025-03-13
850,the-dark-knight,Mala,NaNs,NaN,2025-03-13
851,the-social-network,Buena,NaNs,NaN,2025-03-13
852,django-unchained,Buena,NaNs,NaN,2025-03-13
853,star-wars,Mala,NaNs,NaN,2025-03-13
854,the-dark-knight,Regular,NaNs,NaN,2025-03-13
855,braveheart,Regular,NaNs,NaN,2025-03-13
856,gladiator,Mala,NaNs,NaN,2025-03-13
857,django-unchained,Buena,NaNs,NaN,2025-03-13
858,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
859,whiplash,Buena,NaNs,NaN,2025-03-13
860,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
861,the-dark-knight,Mala,NaNs,NaN,2025-03-13
862,django-unchained,Buena,NaNs,NaN,2025-03-13
863,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
864,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
865,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
866,the-social-network,Buena,NaNs,NaN,2025-03-13
867,star-wars,Regular,NaNs,NaN,2025-03-13
868,braveheart,Regular,NaNs,NaN,2025-03-13
869,finding-nemo,Buena,NaNs,NaN,2025-03-13
870,pulp-fiction,Regular,NaNs,NaN,2025-03-13
871,titanic,Mala,NaNs,NaN,2025-03-13
872,titanic,Buena,NaNs,NaN,2025-03-13
873,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
874,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
875,the-revenant,Mala,NaNs,NaN,2025-03-13
876,the-godfather,Mala,NaNs,NaN,2025-03-13
877,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
878,the-godfather,Buena,NaNs,NaN,2025-03-13
879,jurassic-park,Regular,NaNs,NaN,2025-03-13
880,the-godfather,Regular,NaNs,NaN,2025-03-13
881,star-wars,Buena,NaNs,NaN,2025-03-13
882,pulp-fiction,Mala,NaNs,NaN,2025-03-13
883,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
884,coco,Buena,NaNs,NaN,2025-03-13
885,parasite,Regular,NaNs,NaN,2025-03-13
886,coco,Mala,NaNs,NaN,2025-03-13
887,finding-nemo,Mala,NaNs,NaN,2025-03-13
888,the-godfather,Buena,NaNs,NaN,2025-03-13
889,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
890,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
891,the-godfather,Buena,NaNs,NaN,2025-03-13
892,interstellar,Regular,NaNs,NaN,2025-03-13
893,braveheart,Regular,NaNs,NaN,2025-03-13
894,inception,Mala,NaNs,NaN,2025-03-13
895,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
896,whiplash,Buena,NaNs,NaN,2025-03-13
897,the-lion-king,Mala,NaNs,NaN,2025-03-13
898,interstellar,Regular,NaNs,NaN,2025-03-13
899,gladiator,Mala,NaNs,NaN,2025-03-13
900,braveheart,Buena,NaNs,NaN,2025-03-13
901,finding-nemo,Mala,NaNs,NaN,2025-03-13
902,interstellar,Regular,NaNs,NaN,2025-03-13
903,braveheart,Regular,NaNs,NaN,2025-03-13
904,jurassic-park,Mala,NaNs,NaN,2025-03-13
905,fight-club,Mala,NaNs,NaN,2025-03-13
906,finding-nemo,Buena,NaNs,NaN,2025-03-13
907,pulp-fiction,Mala,NaNs,NaN,2025-03-13
908,titanic,Mala,NaNs,NaN,2025-03-13
909,schindler's-list,Buena,NaNs,NaN,2025-03-13
910,titanic,Mala,NaNs,NaN,2025-03-13
911,jurassic-park,Mala,NaNs,NaN,2025-03-13
912,the-godfather,Regular,NaNs,NaN,2025-03-13
913,gladiator,Buena,NaNs,NaN,2025-03-13
914,whiplash,Regular,NaNs,NaN,2025-03-13
915,jurassic-park,Mala,NaNs,NaN,2025-03-13
916,fight-club,Mala,NaNs,NaN,2025-03-13
917,the-social-network,Buena,NaNs,NaN,2025-03-13
918,the-revenant,Mala,NaNs,NaN,2025-03-13
919,interstellar,Regular,NaNs,NaN,2025-03-13
920,inception,Buena,NaNs,NaN,2025-03-13
921,the-godfather,Regular,NaNs,NaN,2025-03-13
922,whiplash,Mala,NaNs,NaN,2025-03-13
923,inception,Buena,NaNs,NaN,2025-03-13
924,django-unchained,Mala,NaNs,NaN,2025-03-13
925,parasite,Mala,NaNs,NaN,2025-03-13
926,whiplash,Regular,NaNs,NaN,2025-03-13
927,django-unchained,Buena,NaNs,NaN,2025-03-13
928,the-social-network,Buena,NaNs,NaN,2025-03-13
929,parasite,Mala,NaNs,NaN,2025-03-13
930,gladiator,Regular,NaNs,NaN,2025-03-13
931,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
932,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
933,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
934,fight-club,Buena,NaNs,NaN,2025-03-13
935,jurassic-park,Mala,NaNs,NaN,2025-03-13
936,coco,Regular,NaNs,NaN,2025-03-13
937,star-wars,Mala,NaNs,NaN,2025-03-13
938,the-revenant,Regular,NaNs,NaN,2025-03-13
939,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
940,gladiator,Mala,NaNs,NaN,2025-03-13
941,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
942,coco,Mala,NaNs,NaN,2025-03-13
943,braveheart,Mala,NaNs,NaN,2025-03-13
944,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
945,whiplash,Buena,NaNs,NaN,2025-03-13
946,interstellar,Buena,NaNs,NaN,2025-03-13
947,fight-club,Mala,NaNs,NaN,2025-03-13
948,gladiator,Mala,NaNs,NaN,2025-03-13
949,forrest-gump,Buena,NaNs,NaN,2025-03-13
950,the-social-network,Mala,NaNs,NaN,2025-03-13
951,parasite,Mala,NaNs,NaN,2025-03-13
952,interstellar,Buena,NaNs,NaN,2025-03-13
953,gladiator,Mala,NaNs,NaN,2025-03-13
954,interstellar,Regular,NaNs,NaN,2025-03-13
955,star-wars,Mala,NaNs,NaN,2025-03-13
956,parasite,Regular,NaNs,NaN,2025-03-13
957,parasite,Buena,NaNs,NaN,2025-03-13
958,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
959,the-matrix,Mala,NaNs,NaN,2025-03-13
960,the-revenant,Regular,NaNs,NaN,2025-03-13
961,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
962,fight-club,Mala,NaNs,NaN,2025-03-13
963,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
964,whiplash,Buena,NaNs,NaN,2025-03-13
965,pulp-fiction,Buena,NaNs,NaN,2025-03-13
966,forrest-gump,Buena,NaNs,NaN,2025-03-13
967,gladiator,Buena,NaNs,NaN,2025-03-13
968,jurassic-park,Regular,NaNs,NaN,2025-03-13
969,the-social-network,Mala,NaNs,NaN,2025-03-13
970,coco,Mala,NaNs,NaN,2025-03-13
971,star-wars,Regular,NaNs,NaN,2025-03-13
972,the-lion-king,Mala,NaNs,NaN,2025-03-13
973,star-wars,Buena,NaNs,NaN,2025-03-13
974,fight-club,Regular,NaNs,NaN,2025-03-13
975,parasite,Mala,NaNs,NaN,2025-03-13
976,coco,Mala,NaNs,NaN,2025-03-13
977,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
978,the-social-network,Mala,NaNs,NaN,2025-03-13
979,jurassic-park,Regular,NaNs,NaN,2025-03-13
980,fight-club,Buena,NaNs,NaN,2025-03-13
981,pulp-fiction,Mala,NaNs,NaN,2025-03-13
982,gladiator,Mala,NaNs,NaN,2025-03-13
983,toy-story,Buena,NaNs,NaN,2025-03-13
984,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
985,gladiator,Buena,NaNs,NaN,2025-03-13
986,toy-story,Regular,NaNs,NaN,2025-03-13
987,parasite,Mala,NaNs,NaN,2025-03-13
988,the-lion-king,Mala,NaNs,NaN,2025-03-13
989,pulp-fiction,Buena,NaNs,NaN,2025-03-13
990,the-godfather,Buena,NaNs,NaN,2025-03-13
991,the-matrix,Buena,NaNs,NaN,2025-03-13
992,forrest-gump,Mala,NaNs,NaN,2025-03-13
993,pulp-fiction,Regular,NaNs,NaN,2025-03-13
994,the-revenant,Buena,NaNs,NaN,2025-03-13
995,fight-club,Mala,NaNs,NaN,2025-03-13
996,the-dark-knight,Buena,NaNs,NaN,2025-03-13
997,braveheart,Buena,NaNs,NaN,2025-03-13
998,braveheart,Mala,NaNs,NaN,2025-03-13
999,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1000,finding-nemo,Buena,NaNs,NaN,2025-03-13
1001,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1002,jurassic-park,Buena,NaNs,NaN,2025-03-13
1003,jurassic-park,Mala,NaNs,NaN,2025-03-13
1004,the-lion-king,Buena,NaNs,NaN,2025-03-13
1005,titanic,Regular,NaNs,NaN,2025-03-13
1006,the-social-network,Buena,NaNs,NaN,2025-03-13
1007,interstellar,Mala,NaNs,NaN,2025-03-13
1008,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1009,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1010,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1011,the-social-network,Buena,NaNs,NaN,2025-03-13
1012,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1013,pulp-fiction,Mala,NaNs,NaN,2025-03-13
1014,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1015,schindler's-list,Mala,NaNs,NaN,2025-03-13
1016,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1017,whiplash,Mala,NaNs,NaN,2025-03-13
1018,interstellar,Regular,NaNs,NaN,2025-03-13
1019,the-matrix,Buena,NaNs,NaN,2025-03-13
1020,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1021,the-dark-knight,Regular,NaNs,NaN,2025-03-13
1022,the-godfather,Mala,NaNs,NaN,2025-03-13
1023,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1024,the-revenant,Mala,NaNs,NaN,2025-03-13
1025,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1026,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1027,toy-story,Mala,NaNs,NaN,2025-03-13
1028,braveheart,Mala,NaNs,NaN,2025-03-13
1029,toy-story,Mala,NaNs,NaN,2025-03-13
1030,finding-nemo,Buena,NaNs,NaN,2025-03-13
1031,interstellar,Mala,NaNs,NaN,2025-03-13
1032,the-lion-king,Mala,NaNs,NaN,2025-03-13
1033,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1034,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1035,django-unchained,Buena,NaNs,NaN,2025-03-13
1036,coco,Mala,NaNs,NaN,2025-03-13
1037,gladiator,Mala,NaNs,NaN,2025-03-13
1038,the-lion-king,Regular,NaNs,NaN,2025-03-13
1039,fight-club,Regular,NaNs,NaN,2025-03-13
1040,toy-story,Mala,NaNs,NaN,2025-03-13
1041,jurassic-park,Mala,NaNs,NaN,2025-03-13
1042,the-social-network,Buena,NaNs,NaN,2025-03-13
1043,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1044,the-godfather,Mala,NaNs,NaN,2025-03-13
1045,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1046,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1047,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1048,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1049,coco,Mala,NaNs,NaN,2025-03-13
1050,finding-nemo,Buena,NaNs,NaN,2025-03-13
1051,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1052,the-revenant,Regular,NaNs,NaN,2025-03-13
1053,the-lion-king,Regular,NaNs,NaN,2025-03-13
1054,braveheart,Mala,NaNs,NaN,2025-03-13
1055,finding-nemo,Buena,NaNs,NaN,2025-03-13
1056,the-lion-king,Mala,NaNs,NaN,2025-03-13
1057,the-social-network,Buena,NaNs,NaN,2025-03-13
1058,toy-story,Regular,NaNs,NaN,2025-03-13
1059,the-godfather,Buena,NaNs,NaN,2025-03-13
1060,fight-club,Buena,NaNs,NaN,2025-03-13
1061,gladiator,Buena,NaNs,NaN,2025-03-13
1062,the-social-network,Buena,NaNs,NaN,2025-03-13
1063,braveheart,Mala,NaNs,NaN,2025-03-13
1064,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1065,inception,Buena,NaNs,NaN,2025-03-13
1066,star-wars,Buena,NaNs,NaN,2025-03-13
1067,toy-story,Buena,NaNs,NaN,2025-03-13
1068,whiplash,Buena,NaNs,NaN,2025-03-13
1069,the-matrix,Mala,NaNs,NaN,2025-03-13
1070,gladiator,Regular,NaNs,NaN,2025-03-13
1071,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1072,jurassic-park,Buena,NaNs,NaN,2025-03-13
1073,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
1074,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1075,whiplash,Buena,NaNs,NaN,2025-03-13
1076,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1077,jurassic-park,Regular,NaNs,NaN,2025-03-13
1078,django-unchained,Regular,NaNs,NaN,2025-03-13
1079,the-godfather,Buena,NaNs,NaN,2025-03-13
1080,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1081,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1082,inception,Regular,NaNs,NaN,2025-03-13
1083,django-unchained,Regular,NaNs,NaN,2025-03-13
1084,schindler's-list,Regular,NaNs,NaN,2025-03-13
1085,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1086,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1087,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1088,titanic,Regular,NaNs,NaN,2025-03-13
1089,parasite,Buena,NaNs,NaN,2025-03-13
1090,fight-club,Regular,NaNs,NaN,2025-03-13
1091,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1092,the-godfather,Mala,NaNs,NaN,2025-03-13
1093,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
1094,forrest-gump,Mala,NaNs,NaN,2025-03-13
1095,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
1096,django-unchained,Mala,NaNs,NaN,2025-03-13
1097,parasite,Regular,NaNs,NaN,2025-03-13
1098,star-wars,Mala,NaNs,NaN,2025-03-13
1099,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
1100,fight-club,Mala,NaNs,NaN,2025-03-13
1101,jurassic-park,Buena,NaNs,NaN,2025-03-13
1102,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1103,toy-story,Regular,NaNs,NaN,2025-03-13
1104,toy-story,Buena,NaNs,NaN,2025-03-13
1105,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1106,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
1107,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1108,finding-nemo,Mala,NaNs,NaN,2025-03-13
1109,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
1110,braveheart,Regular,NaNs,NaN,2025-03-13
1111,the-matrix,Mala,NaNs,NaN,2025-03-13
1112,jurassic-park,Regular,NaNs,NaN,2025-03-13
1113,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1114,toy-story,Mala,NaNs,NaN,2025-03-13
1115,parasite,Buena,NaNs,NaN,2025-03-13
1116,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1117,whiplash,Buena,NaNs,NaN,2025-03-13
1118,forrest-gump,Regular,NaNs,NaN,2025-03-13
1119,star-wars,Mala,NaNs,NaN,2025-03-13
1120,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1121,gladiator,Mala,NaNs,NaN,2025-03-13
1122,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1123,coco,Mala,NaNs,NaN,2025-03-13
1124,toy-story,Mala,NaNs,NaN,2025-03-13
1125,gladiator,Buena,NaNs,NaN,2025-03-13
1126,forrest-gump,Mala,NaNs,NaN,2025-03-13
1127,django-unchained,Buena,NaNs,NaN,2025-03-13
1128,finding-nemo,Regular,NaNs,NaN,2025-03-13
